ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
1184,44,14,50,93927,4,6.7,2,57,0,0,0,1,1
1185,46,33,93,98644,4,4.6,1,278,0,0,0,1,1
1186,39,3,38,99367,2,2.88,2,144,0,0,0,1,1
1187,32,13,175,94911,4,6.08,1,121,0,0,0,1,1
1188,52,13,100,90413,4,6.09,3,26,0,0,0,1,0
1189,45,15,175,91550,2,4.25,3,65,0,0,0,0,1
1190,54,6,166,94526,1,0.84,1,100,0,0,0,0,1
1191,39,31,106,97141,3,1.08,3,93,0,0,0,1,0
1192,39,18,39,96571,2,6.42,1,66,0,0,0,1,1
1193,36,1,32,91946,2,6.68,1,249,0,0,0,1,0
1194,31,9,96,95203,2,5.59,3,141,0,0,0,1,1
1195,62,16,62,90191,3,6.79,1,266,0,0,0,1,1
1196,24,36,158,90040,2,5.9,1,39,0,1,0,1,0
1197,47,11,195,95892,3,7.23,1,214,0,0,0,1,0
1198,61,5,162,99524,3,1.63,3,130,0,0,0,1,1
1199,31,21,164,93449,4,3.41,3,0,0,0,0,1,1
1200,44,31,69,98327,1,3.98,3,8,1,0,0,1,1
1201,26,19,47,95909,4,2.73,3,143,0,0,0,0,1
1202,48,0,23,91941,2,5.94,3,137,0,0,0,1,0
1203,51,5,41,99757,2,7.34,2,296,0,0,0,1,0
1204,56,18,138,94221,3,3.59,2,178,0,0,0,1,1
1205,45,17,120,97524,4,7.56,1,277,0,0,0,1,1
1206,59,5,58,96543,3,4.38,2,143,0,1,0,1,1
1207,33,32,53,96222,4,4.42,3,189,0,0,0,1,0
1208,28,22,116,98580,4,5.0,3,269,1,1,0,1,0
1209,40,22,63,91558,4,2.51,3,186,0,0,0,0,0
1210,43,25,189,92121,4,3.38,1,153,0,0,0,0,1
1211,64,12,59,91028,4,4.65,1,171,0,0,0,0,1
1212,58,6,116,98273,1,7.56,1,246,0,0,0,1,0
1213,63,14,159,95656,2,5.32,1,10,0,0,0,0,0
1214,60,26,149,98967,4,3.0,1,46,1,0,1,1,1
1215,56,25,175,93038,4,0.58,1,265,0,0,0,0,1
1216,39,32,93,91878,3,7.86,2,110,0,0,0,1,0
1217,59,14,105,92271,2,4.2,3,278,0,0,0,1,0
1218,47,35,109,91607,2,7.54,2,291,0,0,0,1,1
1219,60,26,86,93139,2,4.62,1,251,0,0,0,1,1
1220,34,4,95,90605,4,5.04,3,75,0,1,0,1,1
1221,45,1,111,94735,3,5.84,3,174,0,0,0,1,1
1222,64,32,29,93665,2,2.91,3,108,0,0,0,1,1
1223,44,15,105,95852,3,5.74,2,13,0,0,0,1,0
1224,43,22,121,95462,1,4.45,3,180,0,0,0,1,1
1225,49,37,127,92144,1,5.54,1,271,1,0,0,1,1
1226,53,15,184,94270,3,6.77,1,42,0,0,0,1,1
1227,28,13,110,98107,4,1.88,2,101,0,0,0,1,1
1228,49,28,98,91376,2,5.1,2,112,0,0,0,1,1
1229,62,25,105,93462,1,0.89,1,192,0,0,0,1,1
1230,56,34,126,90347,1,1.27,2,8,1,0,0,1,1
1231,34,14,187,90000,3,5.56,3,148,0,1,0,1,1
1232,29,2,120,90062,4,1.03,2,223,0,1,0,1,1
1233,32,22,127,91783,3,4.97,3,109,0,0,0,1,1
1234,39,28,79,98417,3,2.15,3,83,0,0,1,1,1
1235,48,33,67,96566,3,2.78,3,42,0,0,0,1,1
1236,43,32,136,91042,3,1.47,3,65,0,0,0,0,1
1237,50,22,125,99036,3,2.37,3,108,0,1,0,1,0
1238,24,6,166,91234,4,6.66,1,101,0,0,0,1,0
1239,23,2,52,91984,3,5.29,1,134,0,0,0,1,1
1240,58,31,63,99470,4,7.62,1,85,0,0,0,1,0
1241,48,30,184,91594,2,0.87,3,83,0,0,0,1,1
1242,51,17,131,96257,2,6.44,2,226,0,0,0,1,1
1243,43,6,108,91952,2,5.74,2,259,0,0,0,1,1
1244,33,0,55,91695,2,2.46,3,19,0,0,0,1,1
1245,62,13,100,90954,1,5.97,2,34,0,0,0,1,1
1246,33,31,107,93291,4,5.87,3,242,0,0,0,1,1
1247,58,5,168,98548,2,3.95,2,269,0,0,0,1,1
1248,61,38,149,90968,1,5.66,3,222,0,0,0,1,1
1249,62,9,50,90241,4,3.83,2,157,0,0,0,0,1
1250,57,6,127,94234,1,3.02,2,284,0,1,0,1,0
1251,56,25,49,98338,1,4.0,1,35,0,0,0,1,1
1252,46,33,191,97349,3,7.21,2,297,0,0,0,1,1
1253,44,29,31,95161,1,3.38,2,28,0,1,0,1,1
1254,27,35,70,98734,1,3.53,3,254,0,0,0,1,0
1255,55,20,140,98883,4,5.06,2,141,0,0,0,0,1
1256,58,16,196,91025,1,6.15,2,133,0,1,0,1,1
1257,42,32,171,93359,3,6.01,2,143,0,0,0,0,1
1258,41,9,171,95257,2,0.65,2,296,0,0,0,1,1
1259,57,11,158,95736,2,5.66,2,244,0,0,0,1,1
1260,39,15,32,97679,4,3.88,1,253,0,0,0,0,0
1261,56,31,110,92951,4,4.43,2,4,0,0,0,1,1
1262,31,14,93,98921,1,4.71,3,265,0,0,0,0,1
1263,48,26,39,97389,4,5.99,3,238,0,0,0,1,1
1264,24,27,91,92555,1,6.73,2,249,1,0,0,0,0
1265,31,16,92,91150,4,5.35,2,290,1,0,0,1,1
1266,31,1,90,91735,2,4.73,2,30,1,0,0,0,1
1267,62,35,97,97931,2,3.3,1,119,0,0,0,1,0
1268,39,6,47,91038,2,1.53,3,78,0,1,0,1,1
1269,23,12,149,96369,2,7.69,1,8,0,0,0,1,0
1270,47,14,140,97127,1,3.96,1,43,0,0,0,1,0
1271,62,24,62,92912,1,4.75,2,221,0,1,0,1,1
1272,64,22,27,94840,1,6.13,2,143,0,0,0,1,1
1273,47,21,32,91242,2,1.01,3,119,0,0,0,0,0
1274,61,25,130,98964,3,6.91,2,52,0,0,0,1,1
1275,57,32,54,98098,2,6.48,3,64,0,0,0,0,1
1276,25,10,42,93412,2,6.31,1,175,0,0,0,1,1
1277,59,9,65,92499,3,0.66,3,69,0,1,1,1,1
1278,52,24,34,97160,3,4.45,3,120,1,1,0,1,0
1279,60,36,149,96110,4,0.91,3,202,0,0,0,1,1
1280,56,37,80,93545,2,4.63,1,288,0,0,0,0,1
1281,34,23,134,91213,3,5.89,1,179,0,0,0,1,0
1282,41,39,83,90418,4,1.41,2,80,1,0,0,1,1
1283,59,32,71,94960,3,5.71,2,54,0,1,0,1,1
1284,39,16,183,90788,3,3.87,3,178,0,0,0,1,1
1285,32,23,88,91871,4,6.59,3,97,0,0,0,0,1
1286,34,36,86,92025,2,4.5,1,109,0,0,0,1,1
1287,38,1,194,96264,4,3.02,1,152,0,0,0,1,0
1288,46,31,102,92446,2,2.99,1,124,0,0,0,1,1
1289,41,23,21,97429,3,7.23,3,90,0,0,1,1,0
1290,30,8,191,94823,4,3.9,3,293,0,0,0,0,0
1291,53,3,97,98752,1,3.54,1,36,0,0,0,1,1
1292,43,16,47,92651,3,0.8,3,4,1,0,0,1,1
1293,39,16,73,90539,4,3.23,1,149,0,0,0,1,0
1294,45,29,86,96499,3,6.87,2,171,0,0,0,1,1
1295,59,39,183,94755,4,6.21,1,261,0,0,0,0,0
1296,38,10,121,95959,2,2.16,3,26,0,0,0,1,1
1297,28,20,139,93289,1,3.6,3,54,0,0,0,1,1
1298,30,20,172,95546,3,1.97,3,248,0,0,0,0,0
1299,47,17,67,92758,1,7.66,3,272,1,0,0,1,1
1300,40,28,186,95311,2,4.99,1,258,0,0,0,1,0
1301,47,23,66,94107,4,6.16,1,265,1,0,0,1,1
1302,34,9,40,91895,1,5.85,2,190,0,0,0,1,1
1303,37,16,177,92500,4,7.05,1,62,0,0,0,1,1
1304,48,17,111,92829,2,7.62,2,103,0,0,0,1,1
1305,63,19,178,90047,3,0.74,1,287,0,0,0,1,1
1306,48,36,140,92364,2,7.81,1,258,0,0,0,1,0
1307,54,17,135,95666,1,7.03,3,160,0,0,0,1,1
1308,32,16,173,96458,1,3.37,2,170,0,0,0,1,1
1309,38,8,169,98945,1,6.78,3,108,0,0,0,0,1
1310,29,13,168,98177,4,6.02,3,139,0,0,0,1,1
1311,39,28,20,97630,3,6.45,1,92,0,1,0,1,0
1312,45,30,184,97931,1,2.16,1,102,0,0,0,1,1
1313,48,3,96,97058,1,5.36,2,225,1,0,0,1,1
1314,43,17,104,92802,1,0.69,2,159,0,0,0,1,1
1315,44,19,65,98594,2,6.86,1,194,0,0,0,0,1
1316,29,8,156,92086,1,7.63,2,144,0,0,0,1,0
1317,36,12,164,96724,2,5.47,1,241,1,0,0,1,1
1318,37,14,66,96155,1,4.35,1,131,0,0,0,1,1
1319,29,26,78,91149,2,5.94,1,92,0,0,0,1,0
1320,31,14,73,90062,4,2.95,2,272,0,0,0,1,1
1321,30,27,105,93153,4,5.2,3,191,0,0,0,1,1
1322,45,36,31,99200,2,5.89,2,21,0,0,0,1,1
1323,51,18,25,95938,3,1.57,3,193,0,0,0,1,1
1324,40,25,72,99514,3,1.55,2,169,0,0,0,1,1
1325,53,25,163,90751,2,5.87,3,10,0,0,1,1,1
1326,52,24,109,97776,4,3.74,3,180,0,0,1,1,1
1327,61,25,24,98849,2,7.17,2,231,0,0,0,1,1
1328,57,25,92,99852,3,2.84,2,28,1,0,0,1,0
1329,40,27,193,90700,2,0.82,3,19,0,0,0,1,1
1330,64,17,33,99272,4,5.37,1,4,0,0,0,0,0
1331,61,31,191,91540,3,5.63,3,33,0,0,0,0,1
1332,39,2,125,93032,3,4.65,3,139,0,1,0,1,1
1333,36,1,71,96167,1,5.62,1,27,0,1,0,1,0
1334,53,32,135,96364,1,4.43,3,97,0,0,0,1,0
1335,46,18,45,91983,3,5.69,1,261,0,0,0,1,1
1336,57,16,72,98506,3,0.83,1,245,1,0,0,1,0
1337,56,32,128,95796,2,3.26,2,18,0,1,0,1,1
1338,25,11,48,97648,4,2.08,3,11,0,0,0,1,1
1339,59,2,38,97894,3,1.24,3,24,0,0,0,1,1
1340,62,25,66,92314,4,2.26,1,12,0,0,0,0,1
1341,48,34,155,97959,3,1.93,3,75,1,0,0,1,1
1342,45,7,42,91649,4,7.8,1,258,0,0,0,0,1
1343,61,35,136,97700,1,2.65,3,23,0,1,0,1,1
1344,37,6,125,96900,3,2.23,3,7,0,0,0,1,1
1345,26,35,182,93800,2,6.76,1,227,0,0,0,1,0
1346,51,15,72,92478,4,3.64,1,122,0,0,0,1,1
1347,44,23,115,99967,3,3.66,3,89,0,0,0,1,0
1348,47,0,24,97054,1,3.83,3,223,0,0,0,1,0
1349,35,24,35,96059,1,3.62,1,223,0,0,0,1,1
1350,40,9,36,99959,1,2.95,2,256,0,0,0,1,1
1351,55,15,179,98433,1,2.65,2,2,0,0,0,0,1
1352,38,15,121,96209,3,7.11,3,270,0,0,0,1,1
1353,64,7,199,97115,2,1.71,3,147,0,0,0,0,1
1354,24,28,39,92256,4,1.86,3,188,0,0,0,1,0
1355,57,38,131,93368,2,4.79,1,186,0,0,0,1,1
1356,64,27,139,97387,4,3.08,3,187,0,0,0,1,1
1357,56,5,130,98558,2,3.66,3,123,0,0,0,1,0
1358,52,15,20,92827,3,6.55,3,36,0,0,0,1,0
1359,35,19,77,99444,3,7.28,2,148,0,0,0,1,0
1360,35,15,112,92487,4,6.43,3,105,0,0,0,1,1
1361,40,6,191,93603,3,2.26,3,102,0,0,0,1,1
1362,54,13,25,93521,4,7.85,1,231,0,0,0,1,0
1363,54,25,127,94517,2,3.22,2,145,0,0,0,0,1
1364,57,25,122,91643,3,1.77,1,16,1,1,0,1,1
1365,61,13,69,91212,3,4.25,3,158,0,0,0,1,0
1366,51,6,137,97345,4,5.94,3,281,0,0,0,1,0
1367,51,32,129,94703,4,1.12,3,277,0,0,0,0,1
1368,38,25,107,95434,4,5.26,3,124,0,0,0,1,1
1369,32,19,39,90019,4,6.94,3,172,0,0,0,1,1
1370,52,2,33,90675,1,2.46,1,162,0,0,0,1,1
1371,47,3,152,94477,4,5.7,3,202,0,0,0,1,0
1372,61,25,188,90608,1,3.5,3,154,0,0,0,1,1
1373,42,10,59,96286,2,3.61,2,260,0,0,0,1,1
1374,27,1,53,90061,4,2.61,2,185,0,0,0,1,1
1375,23,13,143,99457,1,5.18,3,56,0,0,0,1,1
1376,52,29,64,91154,1,3.21,3,216,0,0,0,1,0
1377,25,11,99,99820,1,6.73,3,207,0,0,0,1,1
1378,36,25,90,99818,3,7.72,3,201,0,0,0,1,1
1379,52,32,174,93716,1,7.51,3,73,0,0,1,1,0
1380,26,12,97,95242,4,1.72,3,84,0,0,1,1,1
1381,40,13,97,95559,4,0.61,1,119,0,0,1,1,1
1382,59,23,191,95022,4,3.79,1,13,0,0,0,1,1
1383,47,33,52,96485,1,5.97,1,128,1,0,0,1,1
1384,23,25,52,91442,1,7.83,2,281,0,0,0,0,1
1385,37,20,63,91653,3,6.38,3,48,0,0,0,1,0
1386,31,27,39,92502,2,4.85,2,241,0,0,0,1,1
1387,37,35,130,93269,3,0.7,2,52,0,0,0,1,1
1388,46,39,183,90281,4,6.69,2,264,0,0,0,1,1
1389,26,1,26,99216,4,1.83,1,68,0,0,0,1,1
1390,34,8,179,93403,4,0.92,3,39,0,0,0,0,1
1391,59,22,186,91235,3,6.88,3,183,0,0,0,1,0
1392,59,14,43,94760,4,4.75,2,132,0,0,0,1,1
1393,28,12,89,96940,4,1.46,1,55,0,0,1,0,1
1394,61,22,131,90785,4,3.4,2,254,0,0,0,1,1
1395,46,16,123,99859,1,1.14,2,4,0,0,0,1,1
1396,33,1,73,93194,2,5.29,3,68,0,0,0,1,1
1397,35,19,57,94789,1,2.62,1,51,0,0,0,1,1
1398,56,19,93,93775,1,7.0,3,97,0,0,0,1,1
1399,47,2,99,95350,2,3.18,2,160,0,0,0,1,1
1400,29,11,51,90533,2,4.21,3,270,0,0,0,1,1
1401,26,39,64,98593,3,0.98,2,64,0,0,0,1,0
1402,30,1,80,93663,2,2.57,1,242,0,0,0,1,0
1403,42,35,72,90129,3,5.58,3,261,0,0,0,1,1
1404,51,13,147,92959,3,6.02,3,211,0,0,0,1,0
1405,32,15,198,91858,1,2.32,3,153,0,0,0,0,1
1406,56,18,95,93649,4,4.28,3,233,0,0,0,1,0
1407,48,33,46,93097,1,6.63,3,139,1,0,0,0,0
1408,63,5,185,93512,1,3.35,1,114,0,0,0,1,0
1409,25,12,81,94860,2,1.5,1,129,0,0,0,1,1
1410,28,35,37,99412,2,3.74,3,177,0,0,0,0,1
1411,27,21,146,98833,3,5.0,2,94,0,0,0,1,1
1412,27,17,128,90723,3,0.56,2,100,0,0,0,0,1
1413,45,11,122,90737,3,3.11,3,195,0,0,0,1,1
1414,31,29,96,91299,2,5.06,3,289,0,0,0,0,1
1415,57,39,136,93480,3,7.64,1,207,0,0,0,1,1
1416,42,6,123,90339,3,3.56,1,94,0,0,0,0,1
1417,64,31,177,90152,2,1.72,3,102,0,1,0,0,1
1418,57,18,68,95684,4,4.51,3,7,0,1,0,1,1
1419,40,5,188,99613,1,2.64,2,135,0,0,0,1,1
1420,39,19,135,93051,2,2.11,1,97,0,0,0,0,1
1421,46,26,160,90426,3,4.93,3,260,0,0,0,1,1
1422,25,36,181,97146,1,7.37,1,146,0,0,0,0,1
1423,54,6,119,98125,2,6.76,3,184,1,0,0,1,1
1424,57,4,144,96347,1,1.87,3,231,1,0,0,1,1
1425,60,10,44,99327,1,6.24,3,100,1,1,0,0,1
1426,35,14,147,92372,4,2.22,3,146,0,0,0,1,1
1427,47,2,119,98126,3,2.68,2,204,0,0,0,1,0
1428,31,4,165,90949,2,7.4,3,45,0,0,0,1,0
1429,26,22,24,97695,3,7.33,2,103,0,0,0,0,1
1430,36,36,38,91373,4,1.76,2,221,0,0,0,0,1
1431,59,8,189,97082,4,0.98,3,117,0,0,0,1,1
1432,56,14,37,99148,2,2.7,1,4,0,0,0,1,1
1433,33,2,140,99893,2,4.86,1,210,0,0,0,0,1
1434,63,28,51,92482,4,7.08,3,54,0,0,0,1,1
1435,25,5,168,97593,2,1.39,3,18,0,0,0,1,0
1436,50,16,29,99495,1,3.61,3,87,0,1,0,1,0
1437,51,25,56,90370,1,2.54,1,246,0,0,0,1,0
1438,31,20,196,97837,4,0.61,1,116,0,0,0,1,1
1439,25,7,105,92296,3,6.41,3,169,0,0,0,0,1
1440,47,20,32,97034,2,6.6,1,149,0,0,0,1,1
1441,56,10,164,96324,2,2.16,2,294,1,0,0,1,0
1442,34,37,28,97142,1,1.63,1,207,0,0,0,0,1
1443,64,7,107,97028,2,1.58,1,282,0,0,0,1,0
1444,31,23,191,96479,3,3.98,3,173,0,0,0,1,1
1445,37,34,65,94145,2,2.35,2,126,0,0,0,1,1
1446,62,13,155,94021,2,4.34,3,155,0,0,0,1,1
1447,47,13,138,92364,1,3.39,1,179,0,0,0,1,0
1448,27,9,184,95230,2,2.08,2,86,0,0,1,1,1
1449,33,11,38,95970,4,6.13,3,266,0,0,0,1,0
1450,56,37,193,98954,4,1.63,1,81,0,0,1,1,0
1451,46,33,113,97300,3,6.49,2,63,0,0,0,1,0
1452,37,9,45,96755,3,4.71,3,118,1,0,0,1,1
1453,60,16,65,91004,3,6.74,2,162,0,0,0,1,0
1454,30,16,137,97057,3,0.54,1,292,0,0,0,1,1
1455,27,2,65,93755,1,6.12,3,177,0,0,0,1,0
1456,48,30,33,92846,2,0.89,1,29,0,0,0,1,1
1457,40,0,104,96262,1,7.63,2,160,1,0,0,1,1
1458,28,11,82,98541,3,5.77,1,2,0,0,0,1,1
1459,59,38,91,92964,2,2.9,2,23,0,0,0,1,1
1460,35,3,22,98878,4,2.9,3,58,1,0,0,0,0
1461,50,12,47,94637,1,6.96,1,236,0,0,0,0,1
1462,27,33,144,92755,2,7.27,3,239,0,0,0,1,1
1463,35,20,176,93624,4,7.19,3,159,0,0,0,1,0
1464,39,21,106,92732,4,6.57,3,59,0,0,0,1,0
1465,62,3,165,96473,3,6.64,3,239,1,0,0,1,1
1466,54,17,182,96351,4,4.8,1,58,0,0,0,1,0
1467,51,4,96,91693,4,0.71,1,52,0,0,0,1,1
1468,25,18,95,90684,3,1.15,3,63,0,0,0,1,0
1469,62,1,194,92919,2,5.37,3,120,0,0,0,1,1
1470,56,11,133,97166,2,3.51,2,118,0,0,1,1,1
1471,62,16,152,93756,3,4.75,3,285,0,0,0,1,1
1472,49,9,94,95454,1,2.23,2,17,0,0,0,1,0
1473,35,33,78,93283,3,5.37,2,4,0,0,0,0,0
1474,55,5,78,94691,2,2.32,3,159,0,0,0,1,1
1475,28,7,66,96828,1,3.96,1,141,0,0,0,1,1
1476,46,10,114,97350,3,4.09,2,17,0,0,0,1,0
1477,41,11,160,91156,2,1.83,1,67,0,0,0,1,1
1478,38,8,97,93061,2,7.07,3,113,0,0,0,1,0
1479,62,1,132,97157,2,4.44,3,21,0,1,0,1,1
1480,50,7,128,95919,4,7.0,3,19,1,0,0,0,1
1481,55,10,125,95893,4,2.47,3,262,0,0,0,1,0
1482,63,35,108,94445,1,1.79,2,97,0,0,0,1,1
1483,35,9,52,96436,1,0.64,2,104,0,0,0,1,1
1484,47,20,116,91292,1,1.2,1,285,0,0,1,1,1
1485,64,19,98,99752,4,1.61,1,4,0,0,0,0,0
1486,58,7,35,99175,1,1.09,2,128,0,0,0,1,0
1487,49,35,63,97902,2,7.23,3,158,0,0,0,0,1
1488,60,28,139,92067,2,7.34,1,250,0,0,1,1,1
1489,29,11,153,91979,1,7.53,2,275,0,0,0,0,1
1490,27,13,127,91736,1,7.7,1,82,0,1,0,1,1
1491,53,20,162,91918,4,4.19,2,117,0,0,0,1,0
1492,45,21,23,90700,2,4.48,3,28,1,0,1,1,0
1493,64,20,75,94046,3,1.48,2,137,0,0,0,1,1
1494,32,29,83,92073,3,1.53,1,156,0,1,0,1,1
1495,54,38,181,94661,4,6.3,2,30,0,0,0,1,1
1496,52,19,114,90394,4,6.92,1,285,0,0,0,1,1
1497,61,23,75,93048,4,6.39,1,152,0,0,0,1,1
1498,53,22,51,93452,2,6.76,1,57,0,0,0,1,1
1499,40,6,135,90522,1,2.57,3,86,0,0,0,1,0
1500,58,8,28,99754,1,4.0,3,122,1,0,0,1,1
1501,24,0,124,98741,4,3.94,2,190,0,0,0,1,1
1502,36,25,97,91468,2,7.96,2,292,0,0,0,1,0
1503,35,37,180,96230,3,7.62,1,27,0,0,0,1,1
1504,51,37,106,98116,4,4.99,3,154,0,0,0,0,1
1505,34,21,40,99024,2,1.53,2,229,0,1,0,1,1
1506,61,9,74,96811,4,2.44,2,36,0,0,0,1,1
1507,24,5,95,91421,2,3.23,3,5,1,0,0,1,1
1508,54,16,149,97987,2,7.05,1,224,0,0,0,1,0
1509,35,37,160,90285,4,1.78,2,32,0,0,0,1,1
1510,49,23,145,92745,1,2.15,1,88,0,0,0,1,1
1511,63,9,151,97108,4,3.12,3,39,0,0,0,0,1
1512,39,7,103,94464,1,7.45,3,168,0,0,0,0,0
1513,62,20,197,91445,1,4.28,2,297,0,0,0,1,1
1514,53,5,134,95837,3,5.35,2,17,0,0,0,1,1
1515,56,20,67,91466,2,3.4,3,14,0,1,0,1,0
1516,46,38,142,99968,4,1.91,1,131,0,0,0,1,1
1517,57,23,97,97167,2,2.17,1,289,1,0,0,1,0
1518,28,32,49,99106,3,6.52,3,293,0,0,0,1,1
1519,41,17,48,98479,1,7.2,2,208,0,0,0,1,1
1520,52,27,155,94426,4,4.2,3,278,0,0,0,1,0
1521,29,31,159,95932,2,3.18,2,275,0,0,0,1,1
1522,32,11,60,99996,3,6.56,1,276,1,0,0,1,1
1523,63,26,45,91178,1,5.55,2,75,0,0,0,1,1
1524,54,9,69,92551,1,0.81,1,297,0,0,0,0,1
1525,56,31,21,94370,2,3.13,3,111,0,0,0,0,1
1526,50,25,74,99780,1,5.62,2,265,0,0,0,1,1
1527,37,24,123,96322,3,4.8,1,71,0,1,0,1,1
1528,52,10,33,99967,1,7.84,2,20,0,0,0,1,0
1529,59,22,153,94862,4,7.0,1,187,0,0,0,0,1
1530,51,33,147,99179,4,0.95,1,120,0,0,1,1,0
1531,44,39,123,95855,2,5.94,3,140,1,0,0,1,1
1532,26,22,114,91203,3,3.02,3,203,0,0,0,1,1
1533,42,28,100,97349,1,5.62,2,208,0,0,0,1,1
1534,54,30,80,96386,1,5.13,1,8,0,0,0,0,0
1535,58,6,31,91119,1,4.27,3,184,0,0,0,1,1
1536,26,39,32,98388,4,6.9,2,295,0,0,0,1,1
1537,49,32,166,93975,3,5.82,3,200,0,1,0,1,0
1538,39,20,191,98717,1,7.17,2,63,0,0,0,1,1
1539,34,1,108,99602,2,2.61,3,24,0,0,0,0,1
1540,44,17,114,91292,3,3.11,3,155,0,0,1,1,1
1541,39,32,78,99386,3,5.16,1,220,0,0,0,1,1
1542,32,36,56,93655,1,7.75,1,291,0,0,0,1,1
1543,23,33,44,94786,4,3.29,3,138,0,0,0,1,1
1544,44,19,35,92217,3,0.74,1,20,0,0,0,1,1
1545,48,34,185,96590,2,3.84,3,153,0,0,0,0,1
1546,40,17,190,91017,3,4.58,2,67,1,0,0,1,1
1547,36,23,106,95176,4,6.51,3,40,0,1,0,0,0
1548,51,7,161,93590,2,5.96,3,14,0,0,0,0,1
1549,34,29,153,98239,4,7.73,2,278,0,0,0,1,0
1550,58,9,42,99019,1,6.37,2,168,0,0,0,1,1
1551,57,22,145,96176,3,2.74,1,133,0,0,0,1,0
1552,34,10,79,96647,2,5.31,2,198,0,1,0,1,1
1553,29,1,159,94722,4,5.54,1,237,0,0,0,1,1
1554,51,25,160,96015,1,7.99,3,111,0,0,0,1,0
1555,33,35,119,95122,2,1.54,2,51,0,0,0,1,1
1556,55,32,122,97683,3,1.93,3,136,0,0,0,0,1
1557,28,12,153,92089,3,1.67,1,254,0,0,0,0,0
1558,37,39,82,92056,4,4.92,2,114,0,1,0,1,1
1559,54,24,57,99010,2,1.51,1,157,0,0,0,1,1
1560,33,3,147,93680,1,5.42,1,299,0,0,0,1,1
1561,45,18,69,94885,1,6.53,2,263,0,0,0,1,1
1562,48,17,199,93114,1,3.75,2,98,0,0,0,1,0
1563,56,36,59,97383,4,4.71,1,120,0,1,0,1,1
1564,56,29,27,91629,1,7.35,2,89,0,0,0,1,0
1565,51,18,27,91543,2,4.77,1,29,0,0,0,1,1
1566,26,22,123,97512,4,2.06,3,229,0,0,0,1,0
1567,39,15,53,95769,3,3.07,3,138,0,0,0,0,1
1568,57,0,76,91904,4,4.47,2,253,0,0,0,1,1
1569,35,11,193,91436,4,1.66,2,30,0,0,0,1,0
1570,63,23,41,95031,4,5.09,3,161,0,0,0,0,0
1571,61,33,106,93317,2,7.99,1,155,1,0,0,1,1
1572,37,7,59,94116,3,5.39,1,116,0,0,0,0,1
1573,51,17,192,99190,3,3.29,1,190,0,0,0,0,1
1574,51,4,198,99623,4,2.99,2,175,0,1,0,0,1
1575,33,25,105,94552,4,7.49,1,4,0,0,0,1,1
1576,54,29,152,95563,4,7.04,2,11,0,0,0,0,1
1577,24,12,114,96123,2,4.04,2,58,0,0,0,1,1
1578,36,18,32,93061,2,3.15,2,298,0,0,1,1,1
1579,42,28,47,98089,1,5.83,3,249,0,0,0,1,1
1580,44,2,103,98456,3,2.86,1,92,0,1,0,1,0
1581,33,25,81,93731,1,1.4,2,110,0,0,0,1,0
1582,49,39,112,96327,1,2.83,1,294,0,0,0,1,0
1583,25,11,106,93317,4,3.76,3,16,0,0,0,1,1
1584,39,1,43,92046,2,2.42,1,219,0,0,1,1,1
1585,50,10,117,93144,1,2.13,3,298,0,0,0,1,0
1586,51,27,26,93221,1,0.55,2,4,0,0,0,1,1
1587,43,17,185,95064,1,5.23,2,128,0,0,0,1,1
1588,38,12,56,99445,4,5.11,3,111,0,0,0,1,0
1589,59,36,87,90722,4,1.91,2,23,0,0,0,1,1
1590,42,21,189,97775,2,7.58,1,28,0,0,1,0,0
1591,28,11,105,97564,1,3.57,1,131,0,0,0,0,1
1592,41,1,152,98275,1,0.69,3,43,0,0,0,1,1
1593,27,36,197,94835,2,2.15,1,206,0,0,0,0,1
1594,25,6,106,93819,2,5.69,2,215,0,0,1,1,1
1595,23,25,34,93364,2,2.01,2,243,0,0,0,0,1
1596,60,25,142,99949,3,0.9,2,30,0,1,0,0,1
1597,37,23,126,96089,2,5.13,1,265,0,0,0,1,1
1598,56,11,172,94318,4,4.39,2,10,0,1,0,1,1
1599,57,15,108,96936,3,6.21,1,81,0,0,0,1,0
1600,47,22,144,92780,2,6.29,3,155,0,0,0,0,1
1601,46,39,132,97398,4,7.7,2,165,0,0,1,1,1
1602,34,8,156,92452,2,0.93,3,207,0,0,0,1,1
1603,40,31,185,95288,2,0.79,1,23,0,0,0,1,0
1604,37,14,169,98520,3,7.9,1,294,0,0,0,1,1
1605,38,36,126,90425,4,5.34,3,178,0,0,0,1,1
1606,49,12,106,98961,1,5.87,2,49,0,0,0,1,1
1607,30,4,196,93975,2,1.22,2,6,0,0,0,1,1
1608,47,10,87,98799,3,1.02,2,99,0,0,0,1,1
1609,39,9,34,96669,4,1.7,3,80,0,0,0,1,0
1610,51,12,84,92124,2,3.7,1,240,0,0,0,1,1
1611,30,14,73,91300,1,1.33,3,180,0,0,0,0,1
1612,37,6,177,95015,4,3.85,1,292,0,0,0,1,1
1613,49,39,112,98657,4,4.71,2,82,0,0,1,1,1
1614,29,27,39,91964,3,0.5,2,53,0,0,0,1,0
1615,25,31,52,95567,2,1.36,1,89,0,0,0,0,1
1616,51,34,119,95279,2,3.31,2,202,0,0,0,1,1
1617,46,14,96,92360,4,0.9,3,30,0,0,1,0,1
1618,25,35,154,92039,2,1.5,1,192,0,0,0,1,1
